POSCAR-JVASP-10.vasp,0.000000
POSCAR-JVASP-64664.vasp,0.000000
POSCAR-JVASP-90532.vasp,0.000000
POSCAR-JVASP-1372.vasp,2.276000
POSCAR-JVASP-14873.vasp,0.256000
POSCAR-JVASP-28397.vasp,0.959000
POSCAR-JVASP-1996.vasp,5.672000
POSCAR-JVASP-15345.vasp,0.000000
POSCAR-JVASP-107772.vasp,0.000000
POSCAR-JVASP-64719.vasp,0.000000
POSCAR-JVASP-64377.vasp,0.000000
POSCAR-JVASP-21210.vasp,8.382000
POSCAR-JVASP-65101.vasp,0.000000
POSCAR-JVASP-64983.vasp,0.000000
POSCAR-JVASP-22587.vasp,0.000000
POSCAR-JVASP-18912.vasp,0.000000
POSCAR-JVASP-64129.vasp,0.000000
POSCAR-JVASP-64314.vasp,0.000000
POSCAR-JVASP-64861.vasp,0.000000
POSCAR-JVASP-64512.vasp,0.000000
POSCAR-JVASP-53301.vasp,0.000000
POSCAR-JVASP-64184.vasp,0.000000
POSCAR-JVASP-14756.vasp,0.000000
POSCAR-JVASP-16079.vasp,0.000000
POSCAR-JVASP-22670.vasp,0.000000
POSCAR-JVASP-90114.vasp,1.947000
POSCAR-JVASP-1390.vasp,4.958000
POSCAR-JVASP-47962.vasp,0.000000
POSCAR-JVASP-1879.vasp,0.000000
POSCAR-JVASP-5482.vasp,5.371000
POSCAR-JVASP-18433.vasp,0.516000
POSCAR-JVASP-97985.vasp,1.116000
POSCAR-JVASP-22721.vasp,3.414000
POSCAR-JVASP-43739.vasp,0.000000
POSCAR-JVASP-3534.vasp,4.005000
POSCAR-JVASP-15831.vasp,0.000000
POSCAR-JVASP-3252.vasp,3.697000
POSCAR-JVASP-48383.vasp,0.000000
POSCAR-JVASP-53071.vasp,3.138000
POSCAR-JVASP-64092.vasp,0.000000
POSCAR-JVASP-43079.vasp,1.578000
POSCAR-JVASP-64428.vasp,0.000000
POSCAR-JVASP-50935.vasp,4.061000
POSCAR-JVASP-64185.vasp,0.000000
POSCAR-JVASP-22698.vasp,3.877000
POSCAR-JVASP-37168.vasp,0.000000
POSCAR-JVASP-64315.vasp,0.000000
POSCAR-JVASP-50807.vasp,2.429000
POSCAR-JVASP-50006.vasp,3.351000
POSCAR-JVASP-52881.vasp,8.178000
POSCAR-JVASP-53435.vasp,2.495000
POSCAR-JVASP-42398.vasp,0.000000
POSCAR-JVASP-16930.vasp,0.000000
POSCAR-JVASP-64241.vasp,0.000000
POSCAR-JVASP-43523.vasp,0.000000
POSCAR-JVASP-64668.vasp,0.000000
POSCAR-JVASP-50107.vasp,3.655000
POSCAR-JVASP-3096.vasp,5.062000
POSCAR-JVASP-22617.vasp,0.000000
POSCAR-JVASP-14614.vasp,0.000000
POSCAR-JVASP-5059.vasp,0.000000
POSCAR-JVASP-52544.vasp,3.768000
POSCAR-JVASP-97853.vasp,3.034000
POSCAR-JVASP-42657.vasp,0.000000
POSCAR-JVASP-4492.vasp,5.360000
POSCAR-JVASP-52341.vasp,5.289000
POSCAR-JVASP-44255.vasp,0.000000
POSCAR-JVASP-42804.vasp,0.000000
POSCAR-JVASP-52477.vasp,3.732000
POSCAR-JVASP-15431.vasp,0.563000
POSCAR-JVASP-14740.vasp,3.170000
POSCAR-JVASP-90336.vasp,2.894000
POSCAR-JVASP-48645.vasp,3.183000
POSCAR-JVASP-90812.vasp,3.193000
POSCAR-JVASP-85665.vasp,3.811000
POSCAR-JVASP-4591.vasp,2.229000
POSCAR-JVASP-86570.vasp,3.719000
POSCAR-JVASP-38312.vasp,0.000000
POSCAR-JVASP-85785.vasp,2.462000
POSCAR-JVASP-38306.vasp,0.000000
POSCAR-JVASP-85922.vasp,0.000000
POSCAR-JVASP-22644.vasp,3.023000
POSCAR-JVASP-90627.vasp,0.000000
POSCAR-JVASP-86502.vasp,3.343000
POSCAR-JVASP-37194.vasp,0.000000
POSCAR-JVASP-37044.vasp,0.000000
POSCAR-JVASP-37946.vasp,0.000000
POSCAR-JVASP-37051.vasp,0.298000
POSCAR-JVASP-64005.vasp,0.000000
POSCAR-JVASP-38317.vasp,0.000000
POSCAR-JVASP-37031.vasp,0.114000
POSCAR-JVASP-14789.vasp,0.737000
POSCAR-JVASP-18944.vasp,0.341000
POSCAR-JVASP-64985.vasp,0.000000
POSCAR-JVASP-64784.vasp,0.000000
POSCAR-JVASP-107773.vasp,3.401000
POSCAR-JVASP-37039.vasp,0.000000
POSCAR-JVASP-64316.vasp,0.000000
POSCAR-JVASP-37104.vasp,0.000000
POSCAR-JVASP-38842.vasp,0.000000
POSCAR-JVASP-64244.vasp,0.000000
POSCAR-JVASP-14830.vasp,0.000000
POSCAR-JVASP-37057.vasp,0.000000
POSCAR-JVASP-64670.vasp,0.000000
POSCAR-JVASP-36885.vasp,0.000000
POSCAR-JVASP-1750.vasp,0.236000
POSCAR-JVASP-36782.vasp,0.000000
POSCAR-JVASP-36857.vasp,0.000000
POSCAR-JVASP-37583.vasp,0.000000
POSCAR-JVASP-39364.vasp,0.000000
POSCAR-JVASP-64907.vasp,0.000000
POSCAR-JVASP-36850.vasp,0.000000
POSCAR-JVASP-91700.vasp,0.000000
POSCAR-JVASP-36853.vasp,0.000000
POSCAR-JVASP-98174.vasp,2.683000
POSCAR-JVASP-323.vasp,0.048000
POSCAR-JVASP-38181.vasp,0.000000
POSCAR-JVASP-1198.vasp,2.233000
POSCAR-JVASP-38327.vasp,0.000000
POSCAR-JVASP-22557.vasp,0.000000
POSCAR-JVASP-39275.vasp,0.000000
POSCAR-JVASP-97624.vasp,0.127000
POSCAR-JVASP-22671.vasp,0.000000
POSCAR-JVASP-22514.vasp,0.000000
POSCAR-JVASP-28353.vasp,0.000000
POSCAR-JVASP-3648.vasp,3.326000
POSCAR-JVASP-43427.vasp,4.939000
POSCAR-JVASP-5485.vasp,3.362000
POSCAR-JVASP-3396.vasp,3.550000
POSCAR-JVASP-15528.vasp,0.000000
